COUNTRY,CODE,YEAR,ILLITERACY_RATE,LITERACY_RATE,ILLITERACY%,LITERACY GROWTH RATE,ILLITERACY TO LITERACY RATIO
BOLIVIA,BOL,2012,6.0,94.0,6.0,2.1739130434782705,0.06382978723404255
BOLIVIA,BOL,2015,8.0,92.0,8.0,-2.127659574468088,0.08695652173913043
BOLIVIA,BOL,2020,6.0,94.0,6.0,2.1739130434782705,0.06382978723404255
BOSNIA AND HERZEGOVINA,BIH,1991,11.0,89.0,11.0,0.0,0.12359550561797752
BOSNIA AND HERZEGOVINA,BIH,2000,3.0,97.0,3.0,8.98876404494382,0.030927835051546393
BOSNIA AND HERZEGOVINA,BIH,2013,3.0,97.0,3.0,0.0,0.030927835051546393
BOTSWANA,BWA,1991,31.0,69.0,31.0,0.0,0.4492753623188406
BOTSWANA,BWA,2003,19.0,81.0,19.0,17.391304347826097,0.2345679012345679
BRAZIL,BRA,2000,14.0,86.0,14.0,0.0,0.16279069767441862
BRAZIL,BRA,2004,11.0,89.0,11.0,3.488372093023262,0.12359550561797752
BRAZIL,BRA,2006,10.0,90.0,10.0,1.1235955056179803,0.1111111111111111
BRAZIL,BRA,2007,10.0,90.0,10.0,0.0,0.1111111111111111
BRAZIL,BRA,2008,10.0,90.0,10.0,0.0,0.1111111111111111
BRAZIL,BRA,2009,10.0,90.0,10.0,0.0,0.1111111111111111
BRAZIL,BRA,2010,10.0,90.0,10.0,0.0,0.1111111111111111
BRAZIL,BRA,2011,9.0,91.0,9.0,1.1111111111111072,0.0989010989010989
BRAZIL,BRA,2012,9.0,91.0,9.0,0.0,0.0989010989010989
BRAZIL,BRA,2013,9.0,91.0,9.0,0.0,0.0989010989010989
BRAZIL,BRA,2014,8.0,92.0,8.0,1.098901098901095,0.08695652173913043
BRAZIL,BRA,2015,8.0,92.0,8.0,0.0,0.08695652173913043
BRAZIL,BRA,2016,7.0,93.0,7.0,1.0869565217391353,0.07526881720430108
BRAZIL,BRA,2017,7.0,93.0,7.0,0.0,0.07526881720430108
BRAZIL,BRA,2018,7.0,93.0,7.0,0.0,0.07526881720430108
BRUNEI,BRN,1991,12.0,88.0,12.0,0.0,0.13636363636363635
BRUNEI,BRN,2001,7.0,93.0,7.0,5.681818181818188,0.07526881720430108
BRUNEI,BRN,2011,4.0,96.0,4.0,3.2258064516129004,0.041666666666666664
BULGARIA,BGR,2001,2.0,98.0,2.0,0.0,0.02040816326530612
BULGARIA,BGR,2011,2.0,98.0,2.0,0.0,0.02040816326530612
BURKINA FASO,BFA,1991,86.0,14.0,86.0,0.0,6.142857142857143
BURKINA FASO,BFA,1996,87.0,13.0,87.0,-7.14285714285714,6.6923076923076925
BURKINA FASO,BFA,2003,78.0,22.0,78.0,69.23076923076923,3.5454545454545454
BURKINA FASO,BFA,2005,76.0,24.0,76.0,9.090909090909083,3.1666666666666665
BURKINA FASO,BFA,2006,78.0,22.0,78.0,-8.333333333333337,3.5454545454545454
BURKINA FASO,BFA,2007,72.0,28.0,72.0,27.27272727272727,2.5714285714285716
BURKINA FASO,BFA,2014,65.0,35.0,65.0,25.0,1.8571428571428572
BURKINA FASO,BFA,2018,61.0,39.0,61.0,11.428571428571432,1.564102564102564
BURKINA FASO,BFA,2019,70.0,30.0,70.0,-23.076923076923073,2.3333333333333335
BURKINA FASO,BFA,2021,63.03262,36.96738,63.03,23.224599999999995,1.7050875663896117
BURKINA FASO,BFA,2022,59.07639,40.92361,59.08,10.701948582777575,1.4435771917482356
BURUNDI,BDI,1990,63.0,37.0,63.0,0.0,1.7027027027027026
BURUNDI,BDI,2000,41.0,59.0,41.0,59.45945945945945,0.6949152542372882
BURUNDI,BDI,2008,52.0,48.0,52.0,-18.644067796610166,1.0833333333333333
BURUNDI,BDI,2014,38.0,62.0,38.0,29.166666666666675,0.6129032258064516
BURUNDI,BDI,2016,34.312263,65.68774,34.31,5.947967741935489,0.5223541409705982
BURUNDI,BDI,2017,32.0,68.0,32.0,3.520078480398303,0.47058823529411764
CAMBODIA,KHM,1998,33.0,67.0,33.0,0.0,0.4925373134328358
CAMBODIA,KHM,2004,26.0,74.0,26.0,10.447761194029859,0.35135135135135137
CAMBODIA,KHM,2008,23.0,77.0,23.0,4.054054054054057,0.2987012987012987
CAMBODIA,KHM,2009,24.0,76.0,24.0,-1.2987012987012991,0.3157894736842105
CAMBODIA,KHM,2014,22.0,78.0,22.0,2.6315789473684292,0.28205128205128205
CAMBODIA,KHM,2015,19.0,81.0,19.0,3.8461538461538547,0.2345679012345679
CAMBODIA,KHM,2021,28.072746,71.92725,28.07,-11.200925925925919,0.3902936091675964
CAMEROON,CMR,2000,32.0,68.0,32.0,0.0,0.47058823529411764
CAMEROON,CMR,2007,29.0,71.0,29.0,4.4117647058823595,0.4084507042253521
CAMEROON,CMR,2010,29.0,71.0,29.0,0.0,0.4084507042253521
CAMEROON,CMR,2018,27.452873,72.54713,27.45,2.1790563380281736,0.3784143218346474
CAPE VERDE,CPV,1990,37.0,63.0,37.0,0.0,0.5873015873015873
CAPE VERDE,CPV,2012,15.0,85.0,15.0,34.92063492063493,0.17647058823529413
CAPE VERDE,CPV,2015,13.0,87.0,13.0,2.35294117647058,0.14942528735632185
CAYMAN ISLANDS,CYM,2007,1.0,99.0,1.0,0.0,0.010101010101010102
CENTRAL AFRICAN REPUBLIC,CAF,2000,49.0,51.0,49.0,0.0,0.9607843137254902
CENTRAL AFRICAN REPUBLIC,CAF,2019,57.55721,42.44279,57.56,-16.778843137254896,1.3561127814641778
CHAD,TCD,1993,89.0,11.0,89.0,0.0,8.090909090909092
CHAD,TCD,2000,74.0,26.0,74.0,136.36363636363637,2.8461538461538463
CHAD,TCD,2004,72.0,28.0,72.0,7.692307692307687,2.5714285714285716
CHAD,TCD,2016,78.0,22.0,78.0,-21.42857142857143,3.5454545454545454
CHAD,TCD,2019,69.37208,30.62792,69.37,39.217818181818174,2.2649948151882335
CHILE,CHL,1992,6.0,94.0,6.0,0.0,0.06382978723404255
CHILE,CHL,2002,4.0,96.0,4.0,2.127659574468077,0.041666666666666664
CHILE,CHL,2011,3.0,97.0,3.0,1.041666666666674,0.030927835051546393
CHILE,CHL,2013,4.0,96.0,4.0,-1.0309278350515427,0.041666666666666664
CHILE,CHL,2015,3.0,97.0,3.0,1.041666666666674,0.030927835051546393
CHILE,CHL,2017,4.0,96.0,4.0,-1.0309278350515427,0.041666666666666664
CHINA,CHN,1990,22.0,78.0,22.0,0.0,0.28205128205128205
CHINA,CHN,2000,9.0,91.0,9.0,16.666666666666675,0.0989010989010989
CHINA,CHN,2010,5.0,95.0,5.0,4.395604395604402,0.05263157894736842
CHINA,CHN,2020,3.0,97.0,3.0,2.1052631578947434,0.030927835051546393
COLOMBIA,COL,1993,9.0,91.0,9.0,0.0,0.0989010989010989
COLOMBIA,COL,1996,9.0,91.0,9.0,0.0,0.0989010989010989
COLOMBIA,COL,2004,7.0,93.0,7.0,2.19780219780219,0.07526881720430108
COLOMBIA,COL,2005,7.0,93.0,7.0,0.0,0.07526881720430108
COLOMBIA,COL,2006,8.0,92.0,8.0,-1.0752688172043001,0.08695652173913043
COLOMBIA,COL,2007,7.0,93.0,7.0,1.0869565217391353,0.07526881720430108
COLOMBIA,COL,2008,7.0,93.0,7.0,0.0,0.07526881720430108
COLOMBIA,COL,2009,7.0,93.0,7.0,0.0,0.07526881720430108
COLOMBIA,COL,2010,7.0,93.0,7.0,0.0,0.07526881720430108
COLOMBIA,COL,2011,6.0,94.0,6.0,1.0752688172043001,0.06382978723404255
COLOMBIA,COL,2014,6.0,94.0,6.0,0.0,0.06382978723404255
COLOMBIA,COL,2015,6.0,94.0,6.0,0.0,0.06382978723404255
COLOMBIA,COL,2016,5.0,95.0,5.0,1.0638297872340496,0.05263157894736842
COLOMBIA,COL,2018,5.0,95.0,5.0,0.0,0.05263157894736842
COLOMBIA,COL,2019,5.0,95.0,5.0,0.0,0.05263157894736842
COLOMBIA,COL,2020,4.0,96.0,4.0,1.0526315789473717,0.041666666666666664
COMOROS,COM,2000,32.0,68.0,32.0,0.0,0.47058823529411764
CONGO,COG,2005,24.0,76.0,24.0,0.0,0.3157894736842105
COSTA RICA,CRI,2000,5.0,95.0,5.0,0.0,0.05263157894736842
COSTA RICA,CRI,2011,3.0,97.0,3.0,2.1052631578947434,0.030927835051546393
COTE D'IVOIRE,CIV,1998,64.0,36.0,64.0,0.0,1.7777777777777777
COTE D'IVOIRE,CIV,2000,51.0,49.0,51.0,36.111111111111114,1.0408163265306123
COTE D'IVOIRE,CIV,2014,56.0,44.0,56.0,-10.204081632653061,1.2727272727272727
COTE D'IVOIRE,CIV,2016,49.96032,50.03968,49.96,13.726545454545459,0.9984140586030927
COTE D'IVOIRE,CIV,2021,49.99936,50.00064,50.0,-0.07801808484786399,0.9999744003276759
CROATIA,HRV,1991,3.0,97.0,3.0,0.0,0.030927835051546393
CROATIA,HRV,2001,2.0,98.0,2.0,1.0309278350515427,0.02040816326530612
CUBA,CUB,2002,0.0,100.0,0.0,0.0,0.0
CUBA,CUB,2012,0.0,100.0,0.0,0.0,0.0
CUBA,CUB,2019,2.3450928,97.65491,2.35,-2.345089999999994,0.02401407978359716
CYPRUS,CYP,1992,6.0,94.0,6.0,0.0,0.06382978723404255
CYPRUS,CYP,2001,3.0,97.0,3.0,3.1914893617021267,0.030927835051546393
CYPRUS,CYP,2011,1.0,99.0,1.0,2.0618556701030855,0.010101010101010102
DEMOCRATIC REPUBLIC OF CONGO,COD,2001,33.0,67.0,33.0,0.0,0.4925373134328358
DEMOCRATIC REPUBLIC OF CONGO,COD,2012,25.0,75.0,25.0,11.940298507462677,0.3333333333333333
DEMOCRATIC REPUBLIC OF CONGO,COD,2016,23.0,77.0,23.0,2.6666666666666616,0.2987012987012987
DEMOCRATIC REPUBLIC OF CONGO,COD,2018,26.446968,73.55303,26.45,-4.476584415584406,0.3595632702011052
DOMINICAN REPUBLIC,DOM,2002,13.0,87.0,13.0,0.0,0.14942528735632185
DOMINICAN REPUBLIC,DOM,2007,12.0,88.0,12.0,1.1494252873563315,0.13636363636363635
DOMINICAN REPUBLIC,DOM,2010,10.0,90.0,10.0,2.2727272727272707,0.1111111111111111
DOMINICAN REPUBLIC,DOM,2011,10.0,90.0,10.0,0.0,0.1111111111111111
DOMINICAN REPUBLIC,DOM,2012,10.0,90.0,10.0,0.0,0.1111111111111111
DOMINICAN REPUBLIC,DOM,2013,9.0,91.0,9.0,1.1111111111111072,0.0989010989010989
DOMINICAN REPUBLIC,DOM,2014,8.0,92.0,8.0,1.098901098901095,0.08695652173913043
DOMINICAN REPUBLIC,DOM,2015,8.0,92.0,8.0,0.0,0.08695652173913043
DOMINICAN REPUBLIC,DOM,2016,6.0,94.0,6.0,2.1739130434782705,0.06382978723404255
EAST TIMOR,TLS,2001,62.0,38.0,62.0,0.0,1.631578947368421
EAST TIMOR,TLS,2007,49.0,51.0,49.0,34.210526315789465,0.9607843137254902
EAST TIMOR,TLS,2010,42.0,58.0,42.0,13.725490196078427,0.7241379310344828
EAST TIMOR,TLS,2016,34.22087,65.77913,34.22,13.41229310344827,0.5202390180593753
ECUADOR,ECU,1990,12.0,88.0,12.0,0.0,0.13636363636363635
ECUADOR,ECU,2001,9.0,91.0,9.0,3.409090909090917,0.0989010989010989
ECUADOR,ECU,2007,8.0,92.0,8.0,1.098901098901095,0.08695652173913043
ECUADOR,ECU,2008,8.0,92.0,8.0,0.0,0.08695652173913043
ECUADOR,ECU,2009,8.0,92.0,8.0,0.0,0.08695652173913043
ECUADOR,ECU,2010,8.0,92.0,8.0,0.0,0.08695652173913043
ECUADOR,ECU,2011,8.0,92.0,8.0,0.0,0.08695652173913043
ECUADOR,ECU,2012,8.0,92.0,8.0,0.0,0.08695652173913043
ECUADOR,ECU,2013,7.0,93.0,7.0,1.0869565217391353,0.07526881720430108
ECUADOR,ECU,2014,6.0,94.0,6.0,1.0752688172043001,0.06382978723404255
ECUADOR,ECU,2015,6.0,94.0,6.0,0.0,0.06382978723404255
ECUADOR,ECU,2016,6.0,94.0,6.0,0.0,0.06382978723404255
ECUADOR,ECU,2017,7.0,93.0,7.0,-1.0638297872340385,0.07526881720430108
ECUADOR,ECU,2020,6.0,94.0,6.0,1.0752688172043001,0.06382978723404255
ECUADOR,ECU,2021,6.0,94.0,6.0,0.0,0.06382978723404255
ECUADOR,ECU,2022,6.0,94.0,6.0,0.0,0.06382978723404255
EGYPT,EGY,1996,44.0,56.0,44.0,0.0,0.7857142857142857
EGYPT,EGY,2005,33.0,67.0,33.0,19.64285714285714,0.4925373134328358
EGYPT,EGY,2006,34.0,66.0,34.0,-1.4925373134328401,0.5151515151515151
EGYPT,EGY,2010,28.0,72.0,28.0,9.090909090909083,0.3888888888888889
EGYPT,EGY,2012,26.0,74.0,26.0,2.777777777777768,0.35135135135135137
EGYPT,EGY,2013,28.0,72.0,28.0,-2.7027027027026973,0.3888888888888889
EGYPT,EGY,2017,29.0,71.0,29.0,-1.388888888888884,0.4084507042253521
EL SALVADOR,SLV,1992,26.0,74.0,26.0,0.0,0.35135135135135137
EL SALVADOR,SLV,2006,16.0,84.0,16.0,13.513513513513509,0.19047619047619047
EL SALVADOR,SLV,2007,18.0,82.0,18.0,-2.3809523809523836,0.21951219512195122
EL SALVADOR,SLV,2008,16.0,84.0,16.0,2.4390243902439046,0.19047619047619047
EL SALVADOR,SLV,2009,16.0,84.0,16.0,0.0,0.19047619047619047
EL SALVADOR,SLV,2010,16.0,84.0,16.0,0.0,0.19047619047619047
EL SALVADOR,SLV,2011,15.0,85.0,15.0,1.1904761904761862,0.17647058823529413
EL SALVADOR,SLV,2013,13.0,87.0,13.0,2.35294117647058,0.14942528735632185
EL SALVADOR,SLV,2015,12.0,88.0,12.0,1.1494252873563315,0.13636363636363635
EL SALVADOR,SLV,2016,12.0,88.0,12.0,0.0,0.13636363636363635
EL SALVADOR,SLV,2017,12.0,88.0,12.0,0.0,0.13636363636363635
EL SALVADOR,SLV,2018,11.0,89.0,11.0,1.1363636363636465,0.12359550561797752
EL SALVADOR,SLV,2019,11.0,89.0,11.0,0.0,0.12359550561797752
EL SALVADOR,SLV,2020,10.0,90.0,10.0,1.1235955056179803,0.1111111111111111
EL SALVADOR,SLV,2023,10.0,90.0,10.0,0.0,0.1111111111111111
EQUATORIAL GUINEA,GNQ,2000,12.0,88.0,12.0,0.0,0.13636363636363635
ERITREA,ERI,2002,47.0,53.0,47.0,0.0,0.8867924528301887
ERITREA,ERI,2008,35.0,65.0,35.0,22.64150943396226,0.5384615384615384
ESTONIA,EST,2000,0.0,100.0,0.0,0.0,0.0
ESTONIA,EST,2011,0.0,100.0,0.0,0.0,0.0
ESWATINI,SWZ,2000,18.0,82.0,18.0,0.0,0.21951219512195122
ESWATINI,SWZ,2022,9.252983,90.74702,9.25,10.667097560975613,0.1019645934378892
ETHIOPIA,ETH,1994,73.0,27.0,73.0,0.0,2.7037037037037037
ETHIOPIA,ETH,2004,64.0,36.0,64.0,33.33333333333333,1.7777777777777777
ETHIOPIA,ETH,2007,61.0,39.0,61.0,8.333333333333325,1.564102564102564
ETHIOPIA,ETH,2016,52.50841,47.49159,52.51,21.773307692307696,1.1056359662837145
GABON,GAB,1993,28.0,72.0,28.0,0.0,0.3888888888888889
GABON,GAB,2021,11.141663,88.85834,11.14,23.414361111111106,0.1253868010588539
GAMBIA,GMB,2000,63.0,37.0,63.0,0.0,1.7027027027027026
GAMBIA,GMB,2015,49.0,51.0,49.0,37.83783783783783,0.9607843137254902
GAMBIA,GMB,2018,46.8398,53.1602,46.84,4.235686274509809,0.8811065421123321
GAMBIA,GMB,2021,48.3626,51.6374,48.36,-2.864549042328668,0.9365808503139198
GEORGIA,GEO,2002,0.0,100.0,0.0,0.0,0.0
GEORGIA,GEO,2014,0.0,100.0,0.0,0.0,0.0
GEORGIA,GEO,2017,1.0,99.0,1.0,-1.0000000000000009,0.010101010101010102
GEORGIA,GEO,2018,0.34633636,99.65366,0.35,0.6602626262626199,0.0034754003014038823
GEORGIA,GEO,2022,0.0,100.0,0.0,0.3475436827909739,0.0
GEORGIA,GEO,2023,0.44452667,99.55547,0.44,-0.44452999999999854,0.004465115477833614
GHANA,GHA,2000,42.0,58.0,42.0,0.0,0.7241379310344828
GHANA,GHA,2010,29.0,71.0,29.0,22.413793103448263,0.4084507042253521
GHANA,GHA,2017,35.507607,64.49239,35.51,-9.165647887323946,0.5505704936659969
GHANA,GHA,2021,23.51432,76.48568,23.51,18.59644215387273,0.30743428050845595
GREECE,GRC,1991,7.0,93.0,7.0,0.0,0.07526881720430108
GREECE,GRC,2001,4.0,96.0,4.0,3.2258064516129004,0.041666666666666664
GREECE,GRC,2009,6.0,94.0,6.0,-2.083333333333337,0.06382978723404255
GUAM,GUM,1990,1.0,99.0,1.0,0.0,0.010101010101010102
GUATEMALA,GTM,1994,36.0,64.0,36.0,0.0,0.5625
GUATEMALA,GTM,2002,31.0,69.0,31.0,7.8125,0.4492753623188406
GUATEMALA,GTM,2012,22.0,78.0,22.0,13.043478260869556,0.28205128205128205
GUATEMALA,GTM,2013,23.0,77.0,23.0,-1.2820512820512775,0.2987012987012987
GUATEMALA,GTM,2014,19.0,81.0,19.0,5.1948051948051965,0.2345679012345679
GUATEMALA,GTM,2015,19.804909,80.19509,19.8,-0.9937160493827202,0.24695912181157226
GUATEMALA,GTM,2018,19.0,81.0,19.0,1.0036898767742608,0.2345679012345679
GUATEMALA,GTM,2022,16.968826,83.03117,16.97,2.507617283950614,0.2043669383437569
GUINEA,GIN,1996,79.0,21.0,79.0,0.0,3.761904761904762
GUINEA,GIN,2003,70.0,30.0,70.0,42.85714285714286,2.3333333333333335
GUINEA,GIN,2010,75.0,25.0,75.0,-16.666666666666664,3.0
GUINEA,GIN,2014,68.0,32.0,68.0,28.000000000000004,2.125
GUINEA,GIN,2018,60.0,40.0,60.0,25.0,1.5
GUINEA-BISSAU,GNB,2000,59.0,41.0,59.0,0.0,1.4390243902439024
GUINEA-BISSAU,GNB,2019,45.11768,54.88232,45.12,33.859317073170736,0.8220804076795587
GUINEA-BISSAU,GNB,2022,36.06587,63.93413,36.07,16.49312565503791,0.5641098111446889
GUYANA,GUY,2020,14.361649,85.63835,14.36,0.0,0.16770114090241112
HAITI,HTI,2003,41.0,59.0,41.0,0.0,0.6949152542372882
HAITI,HTI,2017,31.990143,68.00986,31.99,15.270949152542368,0.47037507502588594
HONDURAS,HND,2001,20.0,80.0,20.0,0.0,0.25
HONDURAS,HND,2007,16.0,84.0,16.0,5.000000000000004,0.19047619047619047
HONDURAS,HND,2010,15.0,85.0,15.0,1.1904761904761862,0.17647058823529413
HONDURAS,HND,2011,15.0,85.0,15.0,0.0,0.17647058823529413
HONDURAS,HND,2012,15.0,85.0,15.0,0.0,0.17647058823529413
HONDURAS,HND,2013,15.0,85.0,15.0,0.0,0.17647058823529413
HONDURAS,HND,2014,13.0,87.0,13.0,2.35294117647058,0.14942528735632185
HONDURAS,HND,2015,12.0,88.0,12.0,1.1494252873563315,0.13636363636363635
HONDURAS,HND,2016,11.0,89.0,11.0,1.1363636363636465,0.12359550561797752
HONDURAS,HND,2018,13.0,87.0,13.0,-2.2471910112359605,0.14942528735632185
HONDURAS,HND,2019,11.0,89.0,11.0,2.298850574712641,0.12359550561797752
INDIA,IND,1991,52.0,48.0,52.0,0.0,1.0833333333333333
INDIA,IND,2001,39.0,61.0,39.0,27.083333333333325,0.639344262295082
INDIA,IND,2006,37.0,63.0,37.0,3.2786885245901676,0.5873015873015873
INDIA,IND,2011,31.0,69.0,31.0,9.523809523809534,0.4492753623188406
INDIA,IND,2022,24.0,76.0,24.0,10.144927536231885,0.3157894736842105
INDIA,IND,2023,18.0,82.0,18.0,7.8947368421052655,0.21951219512195122
INDONESIA,IDN,1990,18.0,82.0,18.0,0.0,0.21951219512195122
INDONESIA,IDN,2004,10.0,90.0,10.0,9.756097560975618,0.1111111111111111
INDONESIA,IDN,2006,8.0,92.0,8.0,2.2222222222222143,0.08695652173913043
INDONESIA,IDN,2008,8.0,92.0,8.0,0.0,0.08695652173913043
INDONESIA,IDN,2009,7.0,93.0,7.0,1.0869565217391353,0.07526881720430108
INDONESIA,IDN,2011,7.0,93.0,7.0,0.0,0.07526881720430108
INDONESIA,IDN,2014,5.0,95.0,5.0,2.1505376344086002,0.05263157894736842
INDONESIA,IDN,2015,5.0,95.0,5.0,0.0,0.05263157894736842
INDONESIA,IDN,2016,5.0,95.0,5.0,0.0,0.05263157894736842
INDONESIA,IDN,2018,4.0,96.0,4.0,1.0526315789473717,0.041666666666666664
INDONESIA,IDN,2020,4.0,96.0,4.0,0.0,0.041666666666666664
IRAN,IRN,1991,34.0,66.0,34.0,0.0,0.5151515151515151
IRAN,IRN,1996,27.0,73.0,27.0,10.606060606060597,0.3698630136986301
IRAN,IRN,2002,23.0,77.0,23.0,5.47945205479452,0.2987012987012987
IRAN,IRN,2005,18.0,82.0,18.0,6.493506493506485,0.21951219512195122
IRAN,IRN,2006,18.0,82.0,18.0,0.0,0.21951219512195122
IRAN,IRN,2008,17.0,83.0,17.0,1.2195121951219523,0.20481927710843373
IRAN,IRN,2012,16.0,84.0,16.0,1.2048192771084265,0.19047619047619047
IRAN,IRN,2013,15.0,85.0,15.0,1.1904761904761862,0.17647058823529413
IRAN,IRN,2014,15.0,85.0,15.0,0.0,0.17647058823529413
