country,code,year,youth_literacy_m,youth_literacy_f,region
Qatar,QAT,2009,98.0,98.0,Asia
Qatar,QAT,2010,96.0,98.0,Asia
Qatar,QAT,2011,98.0,99.0,Asia
Qatar,QAT,2012,99.0,100.0,Asia
Qatar,QAT,2013,99.0,99.0,Asia
Qatar,QAT,2014,98.0,100.0,Asia
Reunion,REU,1982,94.0,98.0,Africa
Romania,ROU,1992,99.0,99.0,Europe
Romania,ROU,2002,98.0,98.0,Europe
Romania,ROU,2011,99.0,99.0,Europe
Romania,ROU,2021,100.0,100.0,Europe
Russia,RUS,1989,100.0,100.0,Europe
Russia,RUS,2002,100.0,100.0,Europe
Russia,RUS,2010,100.0,100.0,Europe
Russia,RUS,2021,100.0,100.0,Europe
Rwanda,RWA,1978,60.0,45.0,Africa
Rwanda,RWA,2000,79.0,77.0,Africa
Rwanda,RWA,2005,72.72,68.21,Africa
Rwanda,RWA,2010,80.31,80.06,Africa
Rwanda,RWA,2012,81.0,83.0,Africa
Rwanda,RWA,2014,84.0,86.0,Africa
Rwanda,RWA,2015,87.92002,89.17011,Africa
Rwanda,RWA,2018,84.0,89.0,Africa
Rwanda,RWA,2020,90.36046,92.69652,Africa
Rwanda,RWA,2022,88.0,92.0,Africa
Saint Helena,SHN,1998,99.0,100.0,Africa
Saint Lucia,LCA,2012,100.0,99.96,North America
Saint Pierre and Miquelon,SPM,1982,99.0,99.0,North America
Saint Vincent and the Grenadines,VCT,1970,98.0,98.0,North America
Samoa,WSM,1991,99.0,99.0,Oceania
Samoa,WSM,2011,99.0,99.0,Oceania
Samoa,WSM,2016,100.0,100.0,Oceania
Samoa,WSM,2019,98.54096,99.55731,Oceania
San Marino,SMR,2022,100.0,100.0,Europe
Sao Tome and Principe,STP,1981,91.0,74.0,Africa
Sao Tome and Principe,STP,1991,96.0,92.0,Africa
Sao Tome and Principe,STP,2001,96.0,95.0,Africa
Sao Tome and Principe,STP,2012,97.0,96.0,Africa
Sao Tome and Principe,STP,2014,97.0,100.0,Africa
Sao Tome and Principe,STP,2019,95.85022,95.07206,Africa
Saudi Arabia,SAU,1992,94.0,81.0,Asia
Saudi Arabia,SAU,2000,98.0,94.0,Asia
Saudi Arabia,SAU,2004,97.0,95.0,Asia
Saudi Arabia,SAU,2013,99.0,99.0,Asia
Saudi Arabia,SAU,2017,99.0,99.0,Asia
Saudi Arabia,SAU,2020,100.0,99.0,Asia
Senegal,SEN,1988,49.0,28.0,Africa
Senegal,SEN,2002,58.0,41.0,Africa
Senegal,SEN,2005,57.43,34.01,Africa
Senegal,SEN,2006,58.0,45.0,Africa
Senegal,SEN,2009,72.0,55.0,Africa
Senegal,SEN,2011,74.0,59.0,Africa
Senegal,SEN,2013,63.0,51.0,Africa
Senegal,SEN,2014,63.45,51.06,Africa
Senegal,SEN,2015,65.78748,56.87536,Africa
Senegal,SEN,2016,69.407,59.88586,Africa
Senegal,SEN,2017,76.0,64.0,Africa
Senegal,SEN,2018,66.22319,65.68582,Africa
Senegal,SEN,2019,68.82227,64.02553,Africa
Senegal,SEN,2023,69.2685,65.59709,Africa
Serbia,SRB,2003,99.0,99.0,Europe
Serbia,SRB,2005,99.0,99.63,Europe
Serbia,SRB,2011,99.0,99.0,Europe
Serbia,SRB,2014,99.0,99.83,Europe
Serbia,SRB,2016,100.0,100.0,Europe
Serbia,SRB,2019,100.0,100.0,Europe
Seychelles,SYC,1987,97.0,98.0,Africa
Seychelles,SYC,1994,98.0,99.0,Africa
Seychelles,SYC,2002,99.0,99.0,Africa
Seychelles,SYC,2010,99.0,99.0,Africa
Sierra Leone,SLE,2004,60.0,37.0,Africa
Sierra Leone,SLE,2005,60.0,37.15,Africa
Sierra Leone,SLE,2008,73.58,41.3,Africa
Sierra Leone,SLE,2010,73.58,49.46,Africa
Sierra Leone,SLE,2013,79.69,57.34,Africa
Sierra Leone,SLE,2017,78.74271,68.66314,Africa
Sierra Leone,SLE,2019,78.1976,67.86192,Africa
Singapore,SGP,1980,96.0,96.0,Asia
Singapore,SGP,1990,99.0,99.0,Asia
Singapore,SGP,2000,99.0,100.0,Asia
Singapore,SGP,2010,100.0,100.0,Asia
Singapore,SGP,2011,100.0,100.0,Asia
Singapore,SGP,2012,100.0,100.0,Asia
Singapore,SGP,2013,100.0,100.0,Asia
Singapore,SGP,2014,100.0,100.0,Asia
Singapore,SGP,2015,100.0,100.0,Asia
Singapore,SGP,2016,100.0,100.0,Asia
Singapore,SGP,2017,100.0,100.0,Asia
Singapore,SGP,2018,100.0,100.0,Asia
Singapore,SGP,2019,100.0,100.0,Asia
Singapore,SGP,2020,100.0,100.0,Asia
Singapore,SGP,2021,100.0,100.0,Asia
Slovenia,SVN,1991,100.0,100.0,Europe
Somalia,SOM,2006,76.0,23.79,Africa
Somalia,SOM,2022,76.0,65.0,Africa
South Africa,ZAF,1980,85.0,85.0,Africa
South Africa,ZAF,1996,93.0,94.0,Africa
South Africa,ZAF,2007,97.0,98.0,Africa
South Africa,ZAF,2009,98.0,99.0,Africa
South Africa,ZAF,2010,98.0,99.0,Africa
South Africa,ZAF,2011,98.0,99.0,Africa
South Africa,ZAF,2012,98.0,99.0,Africa
South Africa,ZAF,2014,99.0,99.0,Africa
South Africa,ZAF,2015,99.0,99.0,Africa
South Africa,ZAF,2016,95.83106,97.71958,Africa
South Africa,ZAF,2017,94.0,97.0,Africa
South Africa,ZAF,2019,98.0,99.0,Africa
South Africa,ZAF,2021,96.0,97.0,Africa
South Korea,KOR,2008,100.0,100.0,Asia
South Sudan,SSD,2008,44.0,30.0,Africa
South Sudan,SSD,2010,44.0,24.87,Africa
Spain,ESP,1981,99.0,99.0,Europe
Spain,ESP,1991,100.0,100.0,Europe
Spain,ESP,2004,100.0,100.0,Europe
Spain,ESP,2005,100.0,100.0,Europe
Spain,ESP,2006,100.0,99.0,Europe
Spain,ESP,2007,100.0,100.0,Europe
Spain,ESP,2008,100.0,100.0,Europe
Spain,ESP,2009,100.0,100.0,Europe
Spain,ESP,2010,100.0,100.0,Europe
Spain,ESP,2011,100.0,100.0,Europe
Spain,ESP,2012,100.0,100.0,Europe
Spain,ESP,2013,100.0,100.0,Europe
Spain,ESP,2014,100.0,100.0,Europe
Spain,ESP,2015,100.0,100.0,Europe
Spain,ESP,2016,100.0,100.0,Europe
Spain,ESP,2018,100.0,100.0,Europe
Spain,ESP,2020,99.0,100.0,Europe
Spain,ESP,2021,100.0,100.0,Europe
Sri Lanka,LKA,1981,92.0,90.0,Asia
Sri Lanka,LKA,2001,95.0,96.0,Asia
Sri Lanka,LKA,2006,97.0,98.0,Asia
Sri Lanka,LKA,2008,97.0,99.0,Asia
Sri Lanka,LKA,2010,98.0,99.0,Asia
Sri Lanka,LKA,2016,98.0,99.0,Asia
Sri Lanka,LKA,2017,99.0,99.0,Asia
Sri Lanka,LKA,2018,99.0,99.0,Asia
Sri Lanka,LKA,2019,99.0,99.0,Asia
Sri Lanka,LKA,2020,99.0,99.0,Asia
Sri Lanka,LKA,2021,99.0,99.0,Asia
Sri Lanka,LKA,2022,98.0,99.0,Asia
Sri Lanka,LKA,2023,99.0,99.0,Asia
Sudan,SDN,2000,86.0,72.0,Africa
Sudan,SDN,2008,69.0,63.0,Africa
Sudan,SDN,2010,69.0,64.81,Africa
Sudan,SDN,2014,69.0,100.0,Africa
Suriname,SUR,2004,96.0,94.0,South America
Suriname,SUR,2006,96.0,94.92,South America
Suriname,SUR,2008,99.0,99.0,South America
Suriname,SUR,2010,98.0,99.0,South America
Suriname,SUR,2012,98.0,97.0,South America
Suriname,SUR,2018,97.44166,97.9577,South America
Syria,SYR,1981,89.0,59.0,Asia
Syria,SYR,2002,97.0,93.0,Asia
Syria,SYR,2004,95.0,90.0,Asia
Syria,SYR,2006,95.0,89.05,Asia
Syria,SYR,2021,98.0,98.0,Asia
Tajikistan,TJK,1989,100.0,100.0,Asia
Tajikistan,TJK,2000,100.0,100.0,Asia
Tajikistan,TJK,2012,100.0,100.0,Asia
Tajikistan,TJK,2017,100.0,96.42241,Asia
Tanzania,TZA,1988,86.0,78.0,Africa
Tanzania,TZA,2002,81.0,76.0,Africa
Tanzania,TZA,2012,87.0,85.0,Africa
Tanzania,TZA,2015,87.0,85.0,Africa
Tanzania,TZA,2022,88.81121,85.12921,Africa
Thailand,THA,1980,98.0,96.0,Asia
Thailand,THA,2000,98.0,98.0,Asia
Thailand,THA,2005,98.0,98.0,Asia
Thailand,THA,2010,97.0,97.0,Asia
Thailand,THA,2013,98.0,99.0,Asia
Thailand,THA,2015,98.0,98.0,Asia
Thailand,THA,2016,97.36126,97.63726,Asia
Thailand,THA,2018,98.0,99.0,Asia
Thailand,THA,2019,98.46694,98.57724,Asia
Thailand,THA,2022,97.94499,98.42796,Asia
Togo,TGO,2000,84.0,64.0,Africa
Togo,TGO,2006,85.0,68.0,Africa
Togo,TGO,2009,88.0,75.0,Africa
Togo,TGO,2010,88.0,51.42,Africa
Togo,TGO,2011,87.0,73.0,Africa
Togo,TGO,2014,88.61,67.68,Africa
Togo,TGO,2015,90.0,78.0,Africa
Togo,TGO,2017,89.43568,74.7365,Africa
Togo,TGO,2019,92.0,84.0,Africa
Togo,TGO,2022,93.32553,87.65002,Africa
Tonga,TON,1976,100.0,100.0,Oceania
Tonga,TON,1996,99.0,99.0,Oceania
Tonga,TON,2006,99.0,100.0,Oceania
Tonga,TON,2011,99.0,100.0,Oceania
Tonga,TON,2016,98.0,98.0,Oceania
Tonga,TON,2019,99.91556,99.87335,Oceania
Trinidad and Tobago,TTO,1980,99.0,99.0,North America
Trinidad and Tobago,TTO,1990,99.0,99.0,North America
Trinidad and Tobago,TTO,2006,99.0,99.18,North America
Trinidad and Tobago,TTO,2022,89.05,99.7281,North America
Tunisia,TUN,1984,86.0,63.0,Africa
Tunisia,TUN,2004,96.0,92.0,Africa
Tunisia,TUN,2007,98.0,95.0,Africa
Tunisia,TUN,2008,98.0,95.0,Africa
Tunisia,TUN,2010,98.0,96.0,Africa
Tunisia,TUN,2011,98.0,96.0,Africa
Tunisia,TUN,2012,98.0,96.0,Africa
Tunisia,TUN,2014,97.0,96.0,Africa
Tunisia,TUN,2018,98.38471,97.53666,Africa
Tunisia,TUN,2019,97.0,97.0,Africa
Tunisia,TUN,2021,98.83691,99.05225,Africa
Tunisia,TUN,2023,98.1943,98.12705,Africa
Turkey,TUR,1975,91.0,68.0,Asia
Turkey,TUR,1980,94.0,75.0,Asia
Turkey,TUR,1985,96.0,86.0,Asia
Turkey,TUR,1990,97.0,88.0,Asia
Turkey,TUR,2004,98.0,93.0,Asia
Turkey,TUR,2005,98.0,94.0,Asia
Turkey,TUR,2006,98.0,94.0,Asia
Turkey,TUR,2007,99.0,94.0,Asia
Turkey,TUR,2009,99.0,97.0,Asia
Turkey,TUR,2010,99.0,97.0,Asia
Turkey,TUR,2011,99.0,98.0,Asia
Turkey,TUR,2012,100.0,98.0,Asia
Turkey,TUR,2013,100.0,99.0,Asia
Turkey,TUR,2014,100.0,99.0,Asia
Turkey,TUR,2015,100.0,99.0,Asia
Turkey,TUR,2016,100.0,99.0,Asia
Turkey,TUR,2017,100.0,100.0,Asia
Turkey,TUR,2018,100.0,98.8,Asia
Turkey,TUR,2019,100.0,100.0,Asia
Turkey,TUR,2021,100.0,100.0,Asia
Turkey,TUR,2022,92.57,91.87,Asia
Turkmenistan,TKM,1995,100.0,100.0,Asia
Turkmenistan,TKM,2015,100.0,99.83259,Asia
Turkmenistan,TKM,2019,100.0,99.98405,Asia
Turks and Caicos Islands,TCA,2020,99.88,100.0,North America
Tuvalu,TUV,2019,99.09656,98.50764,Oceania
Uganda,UGA,1991,77.0,63.0,Africa
Uganda,UGA,2002,86.0,76.0,Africa
Uganda,UGA,2006,87.0,81.0,Africa
Uganda,UGA,2010,90.0,85.0,Africa
Uganda,UGA,2012,86.0,82.0,Africa
Uganda,UGA,2016,81.41776,78.18981,Africa
Ukraine,UKR,2001,100.0,100.0,Europe
Ukraine,UKR,2005,100.0,100.0,Europe
United Arab Emirates,ARE,1975,66.0,56.0,Asia
United Arab Emirates,ARE,1985,81.0,85.0,Asia
United Arab Emirates,ARE,2005,94.0,97.0,Asia
United Arab Emirates,ARE,2019,98.0,99.0,Asia
United Arab Emirates,ARE,2021,100.0,100.0,Asia
United Arab Emirates,ARE,2022,100.0,100.0,Asia
United Arab Emirates,ARE,2023,100.0,100.0,Asia
Uruguay,URY,1975,98.0,99.0,South America
Uruguay,URY,1985,98.0,99.0,South America
Uruguay,URY,1996,98.0,99.0,South America
Uruguay,URY,2006,98.0,99.0,South America
Uruguay,URY,2007,98.0,99.0,South America
Uruguay,URY,2008,98.6,99.2,South America
Uruguay,URY,2009,98.6,99.3,South America
Uruguay,URY,2010,98.4,99.2,South America
Uruguay,URY,2011,98.6,99.1,South America
Uruguay,URY,2012,98.6,99.3,South America
Uruguay,URY,2013,98.6,99.3,South America
Uruguay,URY,2014,98.3,99.4,South America
Uruguay,URY,2015,98.6,99.2,South America
Uruguay,URY,2016,98.9,99.4,South America
Uruguay,URY,2017,98.6,99.3,South America
Uruguay,URY,2018,98.6,99.2,South America
Uruguay,URY,2019,98.7,99.3,South America
Uruguay,URY,2021,99.1,99.2,South America
Uruguay,URY,2022,98.9,99.4,South America
Uruguay,URY,2023,98.7,99.4,South America
Uzbekistan,UZB,2000,100.0,100.0,Asia
Uzbekistan,UZB,2006,100.0,100.0,Asia
Uzbekistan,UZB,2013,100.0,100.0,Asia
Uzbekistan,UZB,2014,100.0,100.0,Asia
Uzbekistan,UZB,2015,100.0,100.0,Asia
Uzbekistan,UZB,2016,100.0,100.0,Asia
Uzbekistan,UZB,2018,100.0,100.0,Asia
Uzbekistan,UZB,2019,100.0,100.0,Asia
Uzbekistan,UZB,2021,100.0,100.0,Asia
Uzbekistan,UZB,2022,100.0,100.0,Asia
Vanuatu,VUT,1979,76.0,68.0,Oceania
Vanuatu,VUT,2023,93.36447,94.51224,Oceania
Venezuela,VEN,1981,92.0,94.0,South America
Venezuela,VEN,1990,95.0,96.0,South America
Venezuela,VEN,2000,96.9,98.2,South America
Venezuela,VEN,2001,97.0,98.3,South America
Venezuela,VEN,2002,97.2,98.4,South America
Venezuela,VEN,2003,97.2,98.5,South America
Venezuela,VEN,2004,97.7,98.6,South America
Venezuela,VEN,2005,97.6,98.5,South America
Venezuela,VEN,2006,97.8,98.8,South America
Venezuela,VEN,2007,98.0,98.8,South America
Venezuela,VEN,2008,98.1,98.9,South America
Venezuela,VEN,2009,98.3,98.8,South America
Venezuela,VEN,2010,98.1,98.8,South America
Venezuela,VEN,2011,98.3,99.0,South America
Venezuela,VEN,2012,98.6,99.1,South America
Venezuela,VEN,2013,98.5,98.9,South America
Venezuela,VEN,2014,98.6,99.2,South America
Venezuela,VEN,2015,99.0,99.0,South America
Venezuela,VEN,2016,98.0,99.0,South America
Vietnam,VNM,1979,96.0,94.0,Asia
Vietnam,VNM,1989,94.0,93.0,Asia
Vietnam,VNM,1999,95.0,94.0,Asia
Vietnam,VNM,2000,96.0,94.0,Asia
Vietnam,VNM,2006,96.0,100.0,Asia
Vietnam,VNM,2009,97.0,97.0,Asia
Vietnam,VNM,2014,97.0,98.81,Asia
Vietnam,VNM,2019,99.0,99.0,Asia
Vietnam,VNM,2020,97.48152,98.96916,Asia
Vietnam,VNM,2022,99.0,99.0,Asia
Yemen,YEM,1994,83.0,35.0,Asia
Yemen,YEM,2006,83.0,65.66,Asia
Yemen,YEM,2013,83.0,64.08,Asia
Yemen,YEM,2023,61.76,76.91698,Asia
Zambia,ZMB,1990,67.0,66.0,Africa
Zambia,ZMB,1999,73.0,66.0,Africa
Zambia,ZMB,2002,78.0,66.0,Africa
Zambia,ZMB,2010,91.0,87.0,Africa
Zambia,ZMB,2018,82.44786,72.90992,Africa
Zimbabwe,ZWE,1982,94.0,85.0,Africa
Zimbabwe,ZWE,1992,97.0,94.0,Africa
Zimbabwe,ZWE,2009,97.0,95.65,Africa
Zimbabwe,ZWE,2014,97.0,96.31,Africa
Zimbabwe,ZWE,2019,90.77383,94.2159,Africa
